Cod_CP,Nome_CP,Nome_professione (vedi esempi),Annuncio
5.2.2.3.2,Camerieri di ristorante,Cameriere,Hotel Ristorante zona Roma Nord ricerca cameriere ai piani/sala con esperienza e professionalità per inserimento in Azienda. Lavoro full-time su 5 giorni settimanali in turnazione. Primo contratto a tempo determinato con possibilità di trasformazione a indeterminato. Solo Automuniti (non ci sono mezzi pubblici). Per cv : direzione@ilcasalediroma.it
5.2.2.3.2,Camerieri di ristorante,cameriere di sala,"Cerchiamo per il nostro ristorante di cucina tradizionale romana in zona Piramide camerieri per servizio di sala. La persona che stiamo cercando si occuperà della preparazione e allestimento della sala, dovrà interfacciarsi con il responsabile del servizio e coordinarsi con il resto del personale al fine di gestire la sala la clientela e gli ordini per la cucina. Si richiede abbigliamento adeguato al servizio di sala e puntualità. E' richiesta la conoscenza della lingua inglese e un buona conoscenza dei vini. Sarà un lavoro su turni sia a pranzo che a cena."
5.2.2.3.2,Camerieri di ristorante,cameriere di sala,"Cercasi Cameriere con esperienza, e/o con diploma di scuola alberghiera. Si richiede massima serietà e disponibilità anche nei giorni festivi. Orario solo serale, dalle ore 17:00 fino a chiusura. Astenersi perditempo."
5.2.2.3.2,Camerieri di ristorante,Cameriere di sala,"decco Tourism & Fashion, divisione specializzata di Adecco Italia Spa (Aut. Min. N. 1100-SG del 26.11.2004) nella Ricerca e Selezione di profili qualificati ricerca: •Per il settore Turistico/Alberghiero 40 CAMERIERE DI SALA Il cameriere di sala si occuperà dell' assetto, delle dotazioni e del servizio ai tavoli, dell'accoglienza e del servizio al cliente, se richiesto servirà e preparerà il caffè ed in generale la prima colazione.
Avrà la funzione di sparecchiare la tavola, di riordinare la sala e di curare l'igiene delle attrezzature. Skills: conoscenza delle tecniche di miscelazione delle bevande, delle varie tipologie di servizio (francese, inglese, russa, italiana..); conoscenza delle norme igieniche. Strumenti: utensili da sala, in particolare le clips per il servizio ai tavoli. Titolo di studio: è preferibile il diploma alberghiero e la conoscenza della lingua inglese.
Caratteristiche personali: completano il profilo doti relazionali, capacità di lavorare in team, disponibilità, tolleranza allo stress, ordine e pulizia della persona. Sede di lavoro: Roma Gli interessati in possesso dei suddetti requisiti, possono inviare la propria candidatura, indicando il riferimento “CAMERIERE DI SALA” a: sabrina.giordano@adecco.it Titolo di studio: Diploma / Accademia Lingue conosciute: Francese Inglese Competenze: Sala - Mise-en-place / sbarazzo tavoli Piani - Pulizia ai piani e camere d'albergo Piani - Pulizie generiche Ricevimento - Attività di vigilanza Ricevimento - Gestione parcheggio Ricevimento - Trasporto valigie Sala - Servizio al gueridon Piani - Allestimento sale riunioni Piani - Pulizie spazi comuni Sala - Esperienza in pub e fast food Sala - Esperienza in ristorante Sala - Esperienze in hotel Disponibilità oraria: Totale disponibilità"
5.2.2.3.2,Camerieri di ristorante,Cameriere di sala,"Adecco Tourism & Fashion, divisione specializzata di Adecco Italia Spa (Aut. Min. N. 1100-SG del 26.11.2004) nella Ricerca e Selezione di profili qualificati ricerca:
Per il settore Turistico/Alberghiero
40 CAMERIERE DI SALA
Il cameriere di sala si occuperà dell' assetto, delle dotazioni e del servizio ai tavoli, dell'accoglienza e del servizio al cliente, se richiesto servirà e preparerà il caffè ed in generale la prima colazione. Avrà la funzione di sparecchiare la tavola, di riordinare la sala e di curare l'igiene delle attrezzature.
Skills: conoscenza delle tecniche di miscelazione delle bevande, delle varie tipologie di servizio (francese, inglese, russa, italiana..); conoscenza delle norme igieniche.
Strumenti: utensili da sala, in particolare le clips per il servizio ai tavoli.
Titolo di studio: è preferibile il diploma alberghiero e la conoscenza della lingua inglese.
Caratteristiche personali: completano il profilo doti relazionali, capacità di lavorare in team, disponibilità, tolleranza allo stress, ordine e pulizia della persona.
Sede di lavoro: Roma
Gli interessati in possesso dei suddetti requisiti, possono inviare la propria candidatura, indicando il riferimento “CAMERIERE DI SALA” a: sabrina.giordano@adecco.it
Titolo di studio:
Diploma / Accademia
Lingue conosciute:
Francese
Inglese
Competenze:
Sala - Mise-en-place / sbarazzo tavoli
Piani - Pulizia ai piani e camere d'albergo
Piani - Pulizie generiche
Ricevimento - Attività di vigilanza
Ricevimento - Gestione parcheggio
Ricevimento - Trasporto valigie
Sala - Servizio al gueridon
Piani - Allestimento sale riunioni
Piani - Pulizie spazi comuni
Sala - Esperienza in pub e fast food
Sala - Esperienza in ristorante
Sala - Esperienze in hotel
Disponibilità oraria: Totale disponibilità"
5.2.2.3.2,Camerieri di ristorante,Cameriere di sala,"L' Agenzia per il lavoro Promoimpresa ricerca per conto di una azienda cliente operante nel settore ristorativo un cameriere di sala con esperienza consolidata nella mansione. Indispensabile la conoscenza di una lingua straniera fra inglese, francese o spagnolo.
REQUISITI ESSENZIALI: Il candidato dovrà NECESSARIAMENTE essere disoccupato,non iscritto a scuole/università, e avere una età INFERIORE ai 30 anni.
TIPOLOGIA CONTRATTUALE: In base alle competenze e all'esperienza del candidato, verrà valutato inserimento lavorativo tramite contratto a tempo indeterminato e/o determinato.
ZONA DI LAVORO:
SAN PIETRO(Roma)
Inviare il proprio curriculum CON FOTOGRAFIA ED IN FORMATO EUROPEO (EUROPASS), completo di tutti i dati,tramite il portale, citando nell'oggetto la posizione di interesse ""Camerieri San Pietro"". I cv in formato differente non verranno presi in considerazione. I profili idonei verranno contattati per un colloquio conoscitivo presso i nostri uffici.
Contratto di lavoro: Tempo determinato, Tempo indeterminato
Esperienza:
cameriere: 1 anno (Obbligatorio)
Località:
Roma, Lazio (Obbligatorio)
Lingua:
Inglese (Obbligatorio)
Mansioni:
Accogliere e fare accomodare i clienti
Scrivere gli ordini dei clienti
Servizio ai tavoli
Somministrazione alcolici"
5.2.2.3.2,Camerieri di ristorante,cameriere di sala,"Synergie Italia Spa, filiale di Roma Appia, seleziona per importante azienda cliente
Posizione
CAMERIERE/A DI SALA
Requisiti
Si richiede:
esperienza pregressa nel ruolo di 2-3 anni
dinamicitià
ottime capacitià di gestione del cliente
disponibilità immediata
Altre informazioni
Si offre: inserimento in somministrazione a tempo determinato di 1 mese - VI livello CCNL Turismo
Luogo di lavoro: Roma - zona Lepanto"
5.2.2.3.2,Camerieri di ristorante,Cameriere di Sala in Ristorante,"Per Ristorante situato nel centro di Roma, in zona piazza Venezia,
selezioniamo un/a Cameriere/a di Sala per servizi pranzo e cena.
Ricerchiamo una persona Max 30 anni che si occupi dell'accoglienza clienti, gestire il servizio e gli ordini, apparecchiatura dei tavoli, sbarazzo e pulizia della sala.
Proponiamo un impiego full time 40 ore settimanali, con due giorni di riposo a rotazione su turni da otto ore sia continuativi che spezzati.
Completano il profilo esperienza pregressa, professionalità, ottima presenza, attitudine al cliente ed ottima dialettica.
E' gradita la conoscenza della lingua inglese.
Requisiti:
Esperienza pregressa nel settore
Max 30 anni
Ottima presenza
Attitudine al cliente
Spiccata dialettica
Capacità di lavorare in team
Flessibilità
Contratto di lavoro: Tempo pieno, Tempo determinato
Stipendio: da €1.000,00 a €1.100,00 /mese"
5.2.2.3.2,Camerieri di ristorante,Cameriere di sala/sommelier,"Per la prossima stagione estiva cerchiamo sommelier/cameriere.
Selezioniamo persone competenti, ottime capacità di lavoro di squadra e sotto pressione, bella presenza e capacità di relazionarsi con i clienti.
Contratto di lavoro: Tempo determinato
Esperienza:
cameriere di sala/sommelier o simili: 3 anni (Obbligatorio)
Lingua:
inglese (Obbligatorio)"
5.2.2.3.2,Camerieri di ristorante,Cameriere sommelier,"Cameriere/a sommelier , vendita vini da enoteca e somministrazione
discreta conoscenza dei vini locali Umbri
buona conoscenza dell'inglese
attestato corso HACCP in corso di validità
Contratto di lavoro: Somministrazione, A chiamata
Esperienza:
cameriere sommelier o simili: 1 anno (Opzionale)"
5.2.2.3.2,Camerieri di ristorante,"Cameriere, Runner di sala","Dati Principali
Titolo di studio: Scuola dell'obbligo
Tipo di contratto: Altro
Livello: Altro
Settore: Turismo - Ristorazione
Orario di Lavoro: Full time
Descrizione
Cercasi cameriere, per ristorante di fronte al colosseo.
automunito.
per turni o mattina o sera
full time
anche con poca esperienza
lingua italiano e inglese
massima flessibilità
Il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91, e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.
Contratto di lavoro: Tempo pieno"
5.2.2.3.2,Camerieri di ristorante,Cameriere/a di Sala,"Noto ristorante operante nel territorio di Roma cerca la figura di Cameriere e aiuto cameriere. Gradita esperienza nel ruolo. Requisiti: Pulizia, puntualità, serietà, attitudine al lavoro di squadra e disponibilità a lavorare su turni spezzati. Zona di lavoro: Roma Potete inviare la vostra candidatura inserendo nell\'oggetto \""CAMERIERE E AIUTO CAMERIERE\"" ed allegando un Curriculum Vitae aggiornato."
5.2.2.3.2,Camerieri di ristorante,Cameriere/a di sala/ristorante extra,"L’Hassler Roma, prestigioso Hotel 5 stelle Lusso al centro di Roma, seleziona un Cameriera/e di sala/ristorante extra.
Il profilo ideale ha maturato esperienza nel ruolo in hotel 5 stelle lusso, ""Leading Hotels of the World"".
Si richiede inoltre: ottima conoscenza della lingua inglese; massima disponibilità a lavorare su turni serali e nei weekend.
Oggetto obbligatorio: Cameriere di sala/ristorante extra
Inviare CV con foto a: selezione@hotelhassler.it
Tutti i CV devono essere inviati comprensivi di autorizzazione al trattamento dei dati personali in conformità al Regolamento UE n. 2016/679 - GDPR e saranno utilizzati esclusivamente per la selezione in corso."
5.2.2.3.2,Camerieri di ristorante,Camerieri di ristorante,"Orienta SpA, Agenzia per il Lavoro, seleziona per ristorante sito in zona Roma Centro
1 CAMERIERE CON UNA BUONA CONOSCENZA DELLA LINGUA INGLESE
Disponibilità Full Time, su turni articolati su 6 giorni su 7, dal Lunedì alla Domenica.
La risorsa sarà inserita nel team della sala e si occuperà di gestire:
gestire le esigenze del Cliente, servizio in sala
presa ordinazioni e supporto al personale esperto.
Requisiti:
Diploma Alberghiero e/o Titolo affini;
Esperenza pregressa di almeno 1 anno presso ristoranti e/o realtà similari;
Buona conoscenza della lingua inglese per la gestione dei clienti stranieri;
Disponibilità. immediata
Si offre un contratto a tempo determinato con prosepttive d'inserimento, netto mensile a partire da 1.100,00 euro.
Sede di Lavoro: Roma, zona Largo Argentina"
5.2.2.3.2,Camerieri di ristorante,Camerieri di sala,"Pizzium ,azienda di Food Retail in forte espansione, è alla ricerca di camerieri per il punto vendita di ROMA.
I/le candidati/e selezionati/e, faranno parte di un team giovane e dinamico con una forte propensione all'accoglienza e all'attenzione per il cliente, con l'obiettivo di assicurare i livelli di servizio ed i risultati delle performance commerciali del ristorante, in linea con le direttive aziendali.
Il candidato ideale possiede i seguenti requisiti:
Pregressa esperienza nella mansione;
Buone doti organizzative, relazionali e di comunicazione;
Ottime capacità di problem solving e di gestione dello stress;
Attitudine a lavorare per obiettivi;
Attitudine al lavoro di squadra;
Capacità di adattamento e flessibilità;
Disponibilità a lavorare con turni spezzati, serali, durante i weekend e festivi;
Precisione e puntualità
Ti aspettiamo!!!
Contratto di lavoro: Tempo pieno, Part-time
Esperienza:
cameriere: 1 anno (Opzionale)"
5.2.2.3.2,Camerieri di ristorante,Camerieri di sala,"QC Terme spas and resorts, la più importante ed innovativa realtà nel settore del benessere termale e dell’ospitalità alberghiera, regala esperienze che migliorano la qualità di vita e donano attimi di gratificazione, vitalità, spensieratezza e gioia. Centri benessere e termali, hotel di charme a Bormio, Pré Saint Didier, Milano, Torino, Monte Bianco, Roma, San Pellegrino e nelle Dolomiti.
Camerieri di Sala:
QC Terme Roma è alla ricerca di Camerieri per la propria struttura sita in Fiumicino (RM)
I candidati ideali, posseggono buona presenza, propensione alle relazioni interpersonali ed al lavoro in team.
Devono, inoltre, avere passione e dedizione per questo lavoro e conoscere l’inglese.
Sarà considerato requisito preferenziale, l'aver maturato esperienza nel ruolo e, in ogni caso, livello di inquadramento e retribuzione offerte saranno commisurati alla esperienza dei candidati.
La ricerca è aperta a candidature di entrambi i sessi.
Gli interessati, in linea con il profilo ricercato, potranno inviare un dettagliato curriculum vitae corredato di foto ed autorizzazione al trattamento dei dati personali, in linea con le vigenti disposizioni di legge in materia."
5.2.2.3.2,Camerieri di ristorante,Camerieri di sala,"La Crew Entertainment ricerca per l'estate 2020, per villaggio in Calabria, cameriere/a di sala.
Il/la candidato/a ideale è una persona dinamica ed estroversa, preferibile esperienza nel settore.
Offriamo Vitto e alloggio
Contratto di lavoro: Tempo determinato
Esperienza:
cameriere: 3 anni (Opzionale)"
5.2.2.3.2,Camerieri di ristorante,CAMERIERI DI SALA,"Cercasi per rinomato ristorante situato a Roma (zona metro Policlinico) nuove figure da inserire come PERSONALE DI SALA.
Requisiti richiesti:
Cordialità ed educazione
Propensione al contatto con il pubblico
Ottima padronanza della lingua italiana
Gradita conoscenza ulteriori lingue
Esperienza nel ruolo
Disponibilità immediata
Flessibilità negli orari e nei turni"
5.2.2.3.2,Camerieri di ristorante,Camerieri per Ristorante,"L'agenzia per il lavoro Promoimpresa ricerca per azienda cliente operante nel settore ristorativo cliente figure di camerieri. I candidati ideali avranno conseguito un diploma di indirizzo alberghiero e/o maturato minima esperienza nella medesima mansione. La conoscenza della lingua inglese costituirà un plus.
REQUISITI ESSENZIALI: Il candidato dovrà NECESSARIAMENTE essere disoccupato, non iscritto a scuole/università, e avere una età INFERIORE ai 30 anni.
TIPOLOGIA CONTRATTUALE: Si propone Stage di inserimento lavorativo della durata minima di 6 mesi (retribuzione 800€/mese).
ZONA DI LAVORO: ROMA (Termini)
Inviare il proprio curriculum CON FOTOGRAFIA ED IN FORMATO EUROPEO (EUROPASS), completo di tutti i dati, tramite il portale, citando nell'oggetto la posizione di interesse ""Rif. 1758 CAMERIERE TERMINI""
Contratto di lavoro: Tirocinio formativo/Stage
Località:
Roma, Lazio (Obbligatorio)
Mansioni:
Accogliere e fare accomodare i clienti
Scrivere gli ordini dei clienti
Servizio ai tavoli
Somministrazione alcolici
Pulizia e sistemazione dei tavoli"
5.2.2.3.2,Camerieri di ristorante,capocameriere,"Descrizione del lavoro
DURATA DEL CONTRATTO: Permanente
TIPO DI CONTRATTO: Tempo pieno, Tempo parziale, Flessibile
TIPO DI POSIZIONE: Chiamata diretta
CONTESTO E MANSIONI
Assistere le celebrità
Assumere dipendenti
Aggiornare il personale sul menu del giorno
Monitorare l'erogazione dei servizi
Controllare le spese
QUALIFICHE ED ESPERIENZE RICHIESTE
La consapevolezza che le questioni confidenziali devono essere gestite con discrezione
Capacità di lavorare efficacemente in un ambiente internazionale o multiculturale
Esperienza di lavoro in un ruolo simile
Precisione e attenzione ai dettagli
Forte motivazione e atteggiamento aperto e positivo"
5.2.2.3.2,Camerieri di ristorante,Direttore sala ristorante sommelier,"Si cerca una persona da inserire all'interno dell'organico come direttore di sala/ristorante.
Requisiti:
esperienza nel servizio vini.
Si offre:
assunzione a tempo indeterminato.
Inviare CV con foto."
5.2.2.3.2,Camerieri di ristorante,Maitre di sala,"Prestigiosa struttura alberghiera di charme, 4 stelle, situata in Piemonte, Valli Olimpiche, ricerca Maitre per funzioni di coordinamento del servizio sala. La risorsa avrà maturato esperienza nella ristorazione in ambito dell’alta hotellerie, e conosce tutte le tipologie di servizio di sale. Gradita la conoscenza della cucina piemontese e l’esperienza di bartender e sommelier.
La risorsa dovra altresì conoscere le lingue inglese e francese.
Si offre vitto e alloggio, possibilità di crescita professionale ed interessante trattamento economico
Si prega di inviare cv dettagliato e corredato di fotografia
Contratto di lavoro: Tempo pieno, Tempo indeterminato
Esperienza:
maitre di sala o simili: 3 anni (Opzionale)
Lingua:
INGLESE (Opzionale)
FRANCESE (Opzionale)"
5.2.2.3.2,Camerieri di ristorante,maitre di sala,"Prestigiosa struttura alberghiera di charme, 4 stelle, situata in Piemonte, Valli Olimpiche, ricerca Maitre per funzioni di coordinamento del servizio sala. La risorsa avrà maturato esperienza nella ristorazione in ambito dell’alta hotellerie, e conosce tutte le tipologie di servizio di sale. Gradita la conoscenza della cucina piemontese e l’esperienza di bartender e sommelier.
La risorsa dovra altresì conoscere le lingue inglese e francese.
Si offre vitto e alloggio, possibilità di crescita professionale ed interessante trattamento economico
Si prega di inviare cv dettagliato e corredato di fotografia
Contratto di lavoro: Tempo pieno, Tempo indeterminato
Esperienza:
maitre di sala o simili: 3 anni (Opzionale)
Lingua:
INGLESE (Opzionale)
FRANCESE (Opzionale)"
5.2.2.3.2,Camerieri di ristorante,Sommelier,"La figura professionale, che ha maturato una significativa esperienza nel settore, dovrà avere un'approfondita conoscenza del servizio in sala e dei vini al fine di poter indirizzare l'ospite al miglior abbinamento cibo-vino, nel rispetto degli standard di servizio della Pellicano Hotels
Caratteristiche del candidato
Ottimo standing
Esperienza di almeno due anni maturata nello stesso ruolo in alberghi 5 stelle e/o ristoranti stellati
Ottima conoscenza della lingua inglese. E' gradita la conoscenza di una seconda lingua straniera
Competenza, professionalità elevata e predisposizione al lavoro di squadra
Certificazione AIS o equivalente
Passione, personalità e capacità di pensare fuori dagli schemi
Estrema cortesia e discrezione
Requisiti obbligatori
Il candidato deve aver caricato un CV
Il candidato deve aver già ricoperto il ruolo richiesto
Requisiti preferenziali
Il candidato deve avere una foto profilo
Il candidato deve provenire dal settore lusso"
5.2.2.3.2,Camerieri di ristorante,sommelier,"descrizione
Randstad Italia S.p.A, filiale di Bergamo, specialty h&f, ricerca per un'elegante location
Sommelier
Si offre contratto a tempo determinato. Assunzione diretta in azienda.
Luogo di lavoro: Sorisole, Bergamo
Orario di lavoro: full-time                                                                                                           responsabilità
La risorsa inserita si occuperà di analizzare le proprietà organolettiche del vino e di orientare e consigliare il cliente nella scelta del prodotto.
competenze
Il candidato ideale è in possesso dei seguenti requisiti:
esperienza pregressa in analoga mansione;
diploma alberghiero;
ottimo standing;
disponibilità a lavorare su turni spezzati;
autonomia negli spostamenti
livello di studio
Diploma scuola superiore o Qualifica professionale"
5.2.2.3.2,Camerieri di ristorante,Sommelier - area vino e aperitivi,"Contesto di inserimento
Azienda casearia di trasformazione di latte biologico di bufala campana con bar e pasticceria
Posizione
Sommelier per area vino e aperitivi
Attività
- Gestione dell'area vino e aperitivi
- Servizio ai tavoli
Requisiti
- Comprovata esperienza nella medesima mansione
- Conoscenza della lingua inglese
- Recenti aggiornamenti professionali
- Ottime capacità di relazione con il cliente
Inizio lavoro: maggio 2020
Contratto di lavoro: Tempo pieno, Tempo determinato, Tempo indeterminato
Esperienza:
sommelier o simili: 2 anni (Obbligatorio)
Lingua:
Inglese (Obbligatorio)"
5.2.2.3.2,Camerieri di ristorante,SOMMELIER / WINE ASSISTANT PER ENOTECA,"Centro Studi Srl ricerca per enoteca con punto vendita sita in provincia di Treviso un/una SOMMELIER / WINE ASSISTANT.
La risorsa, in collaborazione con il personale addetto, si occuperà della gestione di tutto il punto vendita e cioè della vendita al dettaglio e della promozione, organizzazione e gestione eventi (degustazioni, eventi organizzati all’interno del negozio) e della gestione del sito e-commerce. Requisiti richiesti: esperienza nel settore vitivinicolo, il possesso di un attestato / diploma di sommelier o corsi di degustazione; OTTIMA conoscenza della lingua INGLESE ed eventualmente del tedesco; disponibilità a lavorare dal lunedì al sabato (con giorno di riposo)."
5.2.2.3.2,Camerieri di ristorante,Sommelier e capo sala,"COM2 per conto di ristoranti e alberghi di Rimini e Riccione, ricerca sommelier e capo sala da inserire nel proprio organico. Dopo una prima selezione ed una fase di formazione totalmente gratuita per i candidati, saranno attivate le assunzioni.
In particolare siamo alla ricerca di giovani caposala che abbiano e vogliano sviluppare
-Capacità di socializzare, fare squadra e predisposizione al lavoro di gruppo
-Leadership
-Inglese fluente
-Buona conoscenza del mondo del vino
-Capacità di gestire e dirigere personale sottoposto
Inviare il CV in risposta all'annuncio
Contratto di lavoro: Tirocinio formativo/Stage
Località:
Cesena, Emilia-Romagna (Opzionale)"
5.2.2.3.2,Camerieri di ristorante,sommelier/festione bar,"descrizione
Hai esperienza nel settore food & beverage?
Hai lavorato come sommelier, sushiman, bartender, maitre, restaurant manager o bar manager?
Stiamo cercando una figura professioneale che gestisca un bar con ristorazione veloce e di qualità in zona Faenza.
responsabilità
Cerchiamo una figura professionale che possa apportare la sua esperienza nel settore food&beverage maturata in contesti giovani e alla moda per gestire il personale, il servizio e i prodotti venduti all'interno di un bar alla moda con cucina e angolo coktails.
Lo scopo è quello di fornire ai clienti un'esperienza piacevole, accogliendo, gestendo le problematiche e il servizio.
competenze
Si richiede esperienza come bartender, barista, sommelier, maitre o in ristoranti bistrò con ristorazione etnica.
La retribuzione è commisurata all'esperienza.
livello di studio
Diploma scuola superiore o Qualifica professionale"
5.2.2.3.2,Camerieri di ristorante,Wine Specialist,"Signorvino è alla ricerca di figure da inserire come wine specialist all’interno degli store.
Il wine specialist è la persona di riferimento per i nostri clienti e li guida in un percorso in cui il vino è l’assoluto protagonista.
Che cosa ti aspetta in questo ruolo?
Quale figura chiave all’interno del punto vendita il tuo obiettivo sarà quello di guidare e accompagnare i clienti tramite la spiegazione delle diverse specifiche che rendono unica ciascuna bottiglia, al fine di completare la vendita.
Se anche tu come noi sei:
appassionato/a: lavori con entusiasmo, impegno, grande energia e motivazione
open minded: sei curioso/a, flessibile e sei aperto/a al cambiamento
pragmatico/a: ti piace agire ed essere d’esempio affrontando le sfide con concretezza e semplicità
goal oriented: non ti accontenti, non ti abbatti, ti poni sempre obbiettivi ambiziosi!
E hai:
Conoscenza del settore vinicolo
Preferibilmente il diploma di sommelier, degustatore AIS, ONAV, WSET
Non perdere l’occasione di farti conoscere.
Style your career in Calzedonia Group"
5.2.2.3.2,Camerieri di ristorante,Addetto bar,"Ifoa Management ricerca per attività ristorativa
BARISTA
da inserire in tirocinio formativo.
Il/la tirocinante, in affiancamento al tutor aziendale, si occuperà di supporto all'attività del bar nella preparazione delle bevande e nel servizio a banco dei prodotti alimentari. Si occuperà inoltre di assistenza in sala, servizio al tavolo, assistenza nel servizio al cliente e al rifornimento.
E' richiesta la disponibilità al lavoro su turni.
Attitudine al contatto con il pubblico, buone capacità relazionali, flessibilità e proattività completano il profilo.
L'inserimento avverrà tramite tirocinio formativo della durata di sei mesi in orario part-time.
E' previsto un rimborso spese mensile.
Sede di tirocinio: Castelfranco Emilia (MO)"
5.2.2.3.2,Camerieri di ristorante,ADDETTO/A SALA E BAR,"OPEN SOURCE MANAGEMENT SRL (Società autorizzata dal Ministero del Lavoro e delle Politiche Sociali Prot. n. 39/18376 del 21/12/2012)
per Latte e Stelle goloseria e gelateria di riferimento sul territorio,
ricerca
ADDETTA/O SALA E BAR
per il negozio a Isola Rizza (VR)
La persona che stiamo cercando ha, preferibilmente, precedentemente lavorato all'interno di un bar o gelateria e desidera iniziare una nuova collaborazione in un ambiente che lasci spazio alla crescita personale e dove la persona è valorizzata.
Si occuperà, una volta affiancata e formata al ruolo, della preparazione e vendita delle coppe gelato, della gestione del banco, della sala e della cassa dell'attività proponendo un clima positivo e coinvolgente.
L'ambiente di lavoro è stimolato in particolare grazie alla clientela storica e affezionata del locale!
Offriamo: contratto a tempo determinato part time (30 ore) con la reale possibilità di trasformarlo poi in indeterminato, ottima retribuzione fissa, possibilità di crescita e di sviluppo della propria professionalità, formazione continua sia dal punto di vista tecnico che personale.
Chiediamo: preferibile esperienza in bar o gelateria, spiccate attitudini relazionali ed organizzative. Flessibilità e disponibilità oraria compresi sabati e domeniche."
5.2.2.3.2,Camerieri di ristorante,Stage Addetto Bar,"Randstad Italia Spa, filiale di Sesto San Giovanni, ricerca una risorsa da inserire in stage per un cliente di Cologno Monzese. Si tratta di una tavola calda / bar che sta cercando una giovane risorsa da formare.
responsabilità
La risorsa si occuperà di accoglienza, caffetteria, servizio ai tavoli. Si offre contratto di stage full time con orario su turni compresi festivi e weekend.
competenze
E' richiesta massima disponibilità e flessibilità, buone doti comunicative, buona presenza e assistenza alla clientela.
Saranno valutati positivamente i curriculum provenienti dal settore ristorazione.
livello di studio
Diploma scuola superiore o Qualifica professionale"
5.2.2.3.2,Camerieri di ristorante,addetto ristorazione /mensa,"Randstad italia spa, filiale di Bergamo, ricerca per azienda cliente un
addetto alla ristorazione.
Sede di lavoro: Orio al Serio International Airport (Bergamo)
Orario di lavoro: full time su turni nell'orario compreso dalle 05 am alle 9 pm
Si offre contratto diretto con l'azienda a tempo determinato (6 mesi) con possibilità di proroga
responsabilità
La risorsa si occuperà di:
accogliere ed assistere la clientela
effettuazione servizio bar (caffetteria, piccole preparazioni snack)
raccolta ordini e uso cassa
competenze
Il candidato ideale:
ha maturato esperienza come barista e/o cameriere
ha un'ottima attitudine al contatto con la clientela
è flessibile e orientato al lavoro in team
ha un'ottima conoscenza della lingua inglese e una buona conoscenza della lingua spagnola
livello di studio
Diploma scuola superiore o Qualifica professionale"
5.2.2.3.2,Camerieri di ristorante,cameriere,"Al Bacio è un'azienda innovativa, un connubio di tradizione e modernità, con un tocco Healthy e attento alle esigenze del cliente. L'esperienza Casual Gourmet dei suoi ristoranti digitali crea un ambiente social e conviviale.
La passione per la Cucina Italiana, rivisitata in chiave moderna, accoglie le eccellenze da tutto il mondo.
Allo scopo di rinforzare il nostro personale di sala, siamo alla ricerca di un/a:
CAMERIERE/A
RESPONSABILITÀ:
accogliere e servire i clienti;
coordinare il ristorante e comunicare con il resto del personale per soddisfare le aspettative del cliente;
conferire con il responsabile e con lo chef prima di ogni servizio per informarsi sul menù ed eventuali piatti del giorno;
pulire e preparare la sala.
REQUISITI:
esperienza di almeno 1 anno nel campo ristorativo;
abilità organizzative e di gestione del tempo;
capacità di lavorare in team;
conoscenza lingua inglese;
disponibilità a lavorare nei week end e festivi.
 Completano il profilo del candidato, buone doti di comunicazione e problem solving.
SEDE DI LAVORO: Milano
TIPOLOGIA CONTRATTUALE: inserimento con contratto a tempo determinato finalizzato all'inserimento in organico.

 "
5.2.2.3.2,Camerieri di ristorante,addetto bar,"descrizione
Randstad Italia Spa, filiale di Montecchio Emilia, ricerca per caffè/ristorante un/una BARISTA FULL TIME.
Orario full time, 40 ore settimanali secondo i turni. Dal lunedì alla domenica, con almeno un giorno di riposo.
Orario di apertura dalle 06:00 alle 20:00 circa.
responsabilità
Accoglienza dei clienti;
presa in carico delle ordinazioni;
preparazione di caffè e cappuccini;
preparazione e somministrazione di cibi e bevande, secondo il menù del bar;
servizio al bancone e ai tavoli;
gestione della cassa e dei pagamenti dei clienti;
pulizia e manutenzione ordinaria delle macchine per il caffè e delle attrezzature del bancone;
controllo delle scorte e rifornimento del magazzino;
mantenimento dell'igiene e della pulizia dei locali.
competenze
Si richiede:
esperienza pregressa nella mansione;
disponibilità a lavorare anche nei fine settimana;
possesso di patente ed essere automuniti.
Si offre inserimento in somministrazione, retribuzione ed inquadramento saranno discussi in sede di colloquio.
livello di studio
Licenza media"
5.2.2.3.2,Camerieri di ristorante,cameriere,"descrizione
Per rinomato ristorante del centro storico ricerchiamo
CAMERIERE da adibire al servizio al tavolo
responsabilità
il candidato ideale dovrà aver preferibilmente maturato esperienza nel ruolo ma verranno valutati positivamente candidati fortemente motivati ad intraprendere un percorso di formazione nel settore della ristorazione.
competenze
Offriamo regolare contratto a termine con possibilità di inserimento diretto in azienda
livello di studio
Licenza media"
